dataset,ablation,seed,node_f1,edge_auroc,subgraph_f1,explanation_fidelity,stability,completeness,latency_seconds
theia,minus_consistency_regularization,22,0.9797979797979798,0.9992,0.6666666666666666,0.5266802906990051,1.0,1.0,0.0154288429998814
theia,minus_consistency_regularization,33,0.9797979797979798,0.99925,0.6666666666666666,0.4857140779495239,1.0,1.0,0.0164779699998689
theia,minus_consistency_regularization,44,0.9797979797979798,0.9993,0.6666666666666666,0.5391299724578857,1.0,1.0,0.0143126779998965
theia,minus_consistency_regularization,55,0.9797979797979798,0.999025,0.6666666666666666,0.5203872919082642,1.0,1.0,0.0086370799999713
theia,minus_consistency_regularization,66,0.0,0.99925,0.6666666666666666,,,,
theia,minus_consistency_regularization,77,0.9797979797979798,0.99925,0.6666666666666666,0.561764121055603,1.0,1.0,0.0084541369997168
theia,minus_consistency_regularization,88,0.9797979797979798,0.99925,0.6666666666666666,0.4907333552837372,1.0,1.0,0.0088679465002314
theia,minus_consistency_regularization,99,0.9797979797979798,0.9992,0.6666666666666666,0.4923999309539795,1.0,1.0,0.0077851535002082
theia,minus_consistency_regularization,110,0.9797979797979798,0.999175,0.6666666666666666,0.5233981609344482,1.0,1.0,0.0119363049998355
theia,minus_prototype_learning,11,0.9797979797979798,0.99925,0.6666666666666666,0.5319242477416992,1.0,1.0,0.0086368885004048
theia,minus_prototype_learning,22,0.9797979797979798,0.999225,0.6666666666666666,0.4890462756156921,1.0,1.0,0.0096461255002395
theia,minus_prototype_learning,33,0.9797979797979798,0.999275,0.6666666666666666,0.4482705891132355,1.0,1.0,0.0132869664998906
